load1,load2,load3,load4,load5,load6,load7,month,date,hour,temp,is_weekend,label
1080.235304,1286.769442,1088.873422,966.339591,1136.819727,926.9129744,1112.515831,1,16,16,-2.867193604,0,1100.655028
1013.584692,1027.495153,909.2970953,821.1802224,981.8640398,762.1185099,886.4602978,1,16,17,-4.014868164,0,861.1529129
824.7423204,924.8817913,752.4650129,787.6108055,940.5542711,812.8323145,864.8269436,1,16,18,-3.605230713,0,923.85048
732.5018592,807.1912993,985.6128084,646.8992266,917.0119326,759.8153409,689.0319753,1,16,19,-3.201025391,0,847.8237446
802.2038347,712.8146238,805.5897594,671.3018846,642.6988919,699.4428961,739.5995977,1,16,20,-2.860876465,0,759.9223428
645.6581176,766.8550375,765.0541932,522.2121108,433.9649455,594.7167084,592.2525139,1,16,21,-3.143286133,0,710.0864292
467.3936129,513.8644545,550.0132599,397.7499723,331.3550147,426.8583608,473.6624815,1,16,22,-4.56796875,0,520.3348033
381.1202696,442.7750498,338.242713,248.8800045,290.8295218,255.2234087,325.673412,1,16,23,-4.883734131,0,308.6819304
289.2070821,272.8475906,309.6488095,192.2558319,265.1393024,287.9481573,287.1821407,1,17,0,-5.647070312,0,281.3791011
228.6963665,237.4413392,271.8611579,164.7880851,235.687504,218.6866338,240.5277517,1,17,1,-6.663916016,0,257.6922944
189.4045558,186.7554723,159.1084777,145.1432191,180.6229324,222.3787108,177.9247464,1,17,2,-5.869024658,0,194.662722
240.0346724,196.1530745,222.2723847,131.9258328,180.22615,180.2853812,221.4698628,1,17,3,-7.019384766,0,228.4923121
439.8935075,373.686719,277.7341986,188.1820443,469.5775219,369.0744954,353.239039,1,17,4,-6.949926758,0,399.7042649
803.1292495,566.1798745,467.6562441,380.1091744,668.3778256,650.157232,607.5180683,1,17,5,-7.253088379,0,716.4502414
